iter	RMSE
300	59.65898043
301	59.63582347
302	59.59203053
303	59.55711738
304	59.53143888
305	59.46840079
306	59.42709927
307	59.37808765
308	59.33679708
309	59.29682797
310	59.2492588
311	59.17955409
312	59.12773886
313	59.05989482
314	59.00726669
315	58.93362481
316	58.86377247
317	58.81175156
318	58.76680551
319	58.70026191
320	58.64276575
321	58.57915957
322	58.52069817
323	58.46760842
324	58.43011676
325	58.40181671
326	58.33967399
327	58.29480185
328	58.26466207
329	58.22139422
330	58.18617957
331	58.13517054
332	58.0960438
333	58.06486785
334	58.01317781
335	57.94134021
336	57.90093845
337	57.87136938
338	57.83442565
339	57.77027173
340	57.74444813
341	57.69545444
342	57.6672608
343	57.63744119
344	57.57514501
345	57.52377058
346	57.47854952
347	57.43372951
348	57.3702278
349	57.34183958
350	57.30333402
351	57.27134984
352	57.21599431
353	57.17320962
354	57.13167954
355	57.10430589
356	57.05096225
357	57.00083386
358	56.97553002
359	56.9199762
360	56.85099007
361	56.81776488
362	56.77853722
363	56.72263243
364	56.64834732
365	56.57422935
366	56.54115424
367	56.51812051
368	56.47810107
369	56.44908171
370	56.41975312
371	56.37362028
372	56.3465001
373	56.30277779
374	56.28420676
375	56.23245043
376	56.20900372
377	56.14493035
378	56.09974278
379	56.06032549
380	56.01961732
381	55.95003052
382	55.93207758
383	55.89787168
384	55.87463969
385	55.84016073
386	55.79510103
387	55.76709239
388	55.7019342
389	55.65646472
390	55.61205328
391	55.58454189
392	55.54730297
393	55.509418
394	55.4875696
395	55.46416353
396	55.40958951
397	55.36425295
398	55.34261149
399	55.29560595
400	55.24978232
401	55.20972792
402	55.18843255
403	55.16387602
404	55.14600579
405	55.12518903
406	55.0672484
407	54.99365002
408	54.95235399
409	54.92210821
410	54.88233829
411	54.85734568
412	54.81127286
413	54.80757101
414	54.77667273
415	54.76078206
416	54.72242445
417	54.67791762
418	54.64671429
419	54.60147568
420	54.54383136
421	54.50693202
422	54.45748268
423	54.40904766
424	54.36058131
425	54.32023138
426	54.29015761
427	54.27471407
428	54.22231193
429	54.17114685
430	54.138433
431	54.08283436
432	54.04111765
433	53.98602981
434	53.93794181
435	53.88041206
436	53.86135087
437	53.81160297
438	53.77500101
439	53.7377217
440	53.70453051
441	53.66805208
442	53.63714032
443	53.59133643
444	53.57670263
445	53.547412
446	53.51827612
447	53.48373733
448	53.45012486
449	53.39707492
450	53.37035501
451	53.33861825
452	53.28490415
453	53.26406991
454	53.23397855
455	53.21294187
456	53.20789077
457	53.15727014
458	53.11597704
459	53.09400472
460	53.07921631
461	53.04946564
462	53.00032332
463	52.97545727
464	52.95881783
465	52.92074455
466	52.88828418
467	52.85357255
468	52.82397869
469	52.79510533
470	52.73997227
471	52.7326218
472	52.70399205
473	52.67771469
474	52.66964614
475	52.64983492
476	52.63657946
477	52.58675585
478	52.5471426
479	52.51242482
480	52.4917066
481	52.41888537
482	52.38499112
483	52.33978713
484	52.31768055
485	52.26065758
486	52.22315255
487	52.17466029
488	52.13980491
489	52.10557328
490	52.06846226
491	52.02634064
492	52.00629251
493	51.97323215
494	51.95049921
495	51.91168475
496	51.8842825
497	51.8332586
498	51.78907022
499	51.72265571
500	51.68875841
501	51.65059691
502	51.61829812
503	51.5805374
504	51.54323937
505	51.52012671
506	51.49054848
507	51.45578999
508	51.3967358
509	51.35234296
510	51.3335415
511	51.3050151
512	51.2694677
513	51.2417243
514	51.209791
515	51.19107356
516	51.17215645
517	51.15331153
518	51.13391762
519	51.10345551
520	51.08157197
521	51.05186566
522	51.01927707
523	50.98228001
524	50.95465909
525	50.94292947
526	50.92361836
527	50.90631776
528	50.88242311
529	50.86360655
530	50.82822487
531	50.76793219
532	50.74623643
533	50.7330323
534	50.71151156
535	50.67435383
536	50.66459059
537	50.63174188
538	50.61909949
539	50.60345684
540	50.58351613
541	50.5572185
542	50.53652872
543	50.51499467
544	50.46457898
545	50.41724011
546	50.38312021
547	50.35727257
548	50.30836341
549	50.26102268
550	50.24069072
551	50.21244741
552	50.18780936
553	50.1352664
554	50.10559368
555	50.0741965
556	50.04379928
557	50.0182835
558	49.9955957
559	49.97809891
560	49.94203606
561	49.91283577
562	49.89875321
563	49.86485958
564	49.8289895
565	49.81828236
566	49.79320837
567	49.7757886
568	49.74868891
569	49.74180773
570	49.71886322
571	49.70117856
572	49.68445884
573	49.66932941
574	49.6511697
575	49.63047504
576	49.58707391
577	49.55168217
578	49.51376103
579	49.50340072
580	49.45939024
581	49.44354311
582	49.41789475
583	49.37939286
584	49.35233623
585	49.32408668
586	49.28781119
587	49.25839299
588	49.24101564
589	49.21703476
590	49.19713369
591	49.16085641
592	49.12749452
593	49.10079366
594	49.06267435
595	49.0356527
596	49.02379709
597	49.01633012
598	48.99433853
599	48.980561
600	48.9716328
601	48.94090384
602	48.92602631
603	48.90907058
604	48.88178766
605	48.83368896
606	48.8003502
607	48.77938342
608	48.76325362
609	48.74719724
610	48.71170439
611	48.68469953
612	48.66368099
613	48.63044229
614	48.6116144
615	48.59272221
616	48.53690732
617	48.47588411
618	48.44076802
619	48.39724291
620	48.36649062
621	48.32647839
622	48.30095551
623	48.28550033
624	48.23503675
625	48.21855615
626	48.1938284
627	48.17499097
628	48.14465014
629	48.14396516
630	48.12053366
631	48.09189209
632	48.082908
633	48.05169646
634	48.02845945
635	47.97669395
636	47.93613967
637	47.90981034
638	47.87790467
639	47.84933408
640	47.7971916
641	47.76244789
642	47.73853844
643	47.71645733
644	47.66405617
645	47.63571592
646	47.62214205
647	47.60930541
648	47.58489493
649	47.57052211
650	47.54591952
651	47.52019893
652	47.48843798
653	47.46949384
654	47.4461108
655	47.43263844
656	47.40229698
657	47.38142506
658	47.36315366
659	47.3398403
660	47.32310881
661	47.30594254
662	47.28436778
663	47.25459798
664	47.22059759
665	47.19907812
666	47.1705682
667	47.13081603
668	47.11032315
669	47.07270536
670	47.05514212
671	47.02837051
672	47.01481684
673	46.99737041
674	46.96441495
675	46.9578503
676	46.93344336
677	46.91807684
678	46.88515168
679	46.8686964
680	46.83298109
681	46.82763328
682	46.7921862
683	46.75150742
684	46.70629754
685	46.65857026
686	46.63958996
687	46.62709373
688	46.60069674
689	46.57583748
690	46.55671182
691	46.53286159
692	46.52455928
693	46.50647537
694	46.49492494
695	46.48603788
696	46.46866226
697	46.45918962
698	46.43059845
699	46.39979941
700	46.36610992
701	46.35360454
702	46.32355086
703	46.30860592
704	46.29265643
705	46.27485526
706	46.24138993
707	46.22565675
708	46.19164445
709	46.17913429
710	46.15723793
711	46.13631486
712	46.10448604
713	46.07989636
714	46.06784855
715	46.0487045
716	46.01537402
717	45.9970642
718	45.96055911
719	45.93772564
720	45.92545952
721	45.91711135
722	45.90008824
723	45.89400386
724	45.84850009
725	45.8345461
726	45.79729899
727	45.78144357
728	45.76842695
729	45.75255338
730	45.71758968
731	45.70328461
732	45.6917881
733	45.66015883
734	45.63276261
735	45.60472608
736	45.55908377
737	45.53006194
738	45.51415386
739	45.49678546
740	45.48376113
741	45.44231565
742	45.42220082
743	45.40685227
744	45.39994903
745	45.38669191
746	45.36903044
747	45.33910705
748	45.31338991
749	45.28791895
750	45.25355848
751	45.24454065
752	45.23500266
753	45.19847183
754	45.16791747
755	45.13543162
756	45.11352806
757	45.08121673
758	45.05204829
759	45.02944427
760	44.99161956
761	44.97640215
762	44.95783182
763	44.92548004
764	44.89642328
765	44.86303488
766	44.82924088
767	44.80742954
768	44.7822072
769	44.77843718
770	44.736239
771	44.71661214
772	44.67677404
773	44.65223646
774	44.63972424
775	44.60977502
776	44.57925947
777	44.55796545
778	44.54165317
779	44.51910089
780	44.50624324
781	44.46615969
782	44.45501739
783	44.44366115
784	44.42818563
785	44.40654012
786	44.38950696
787	44.36310961
788	44.34731947
789	44.33253681
790	44.31990568
791	44.29393143
792	44.27310901
793	44.26665813
794	44.25560945
795	44.24716436
796	44.21075906
797	44.19865231
798	44.18642367
799	44.14039453
800	44.10870504
801	44.09898371
802	44.08818697
803	44.07662094
804	44.04385634
805	43.99236435
806	43.95160015
807	43.91582404
808	43.89839817
809	43.88468012
810	43.85428127
811	43.85371031
812	43.85041748
813	43.83227683
814	43.82555825
815	43.80390215
816	43.79252566
817	43.77678496
818	43.74899143
819	43.71796701
820	43.68760268
821	43.68461274
822	43.66992528
823	43.65915748
824	43.6378903
825	43.63111361
826	43.59139863
827	43.57608067
828	43.57556378
829	43.56783225
830	43.55241122
831	43.52970599
832	43.51933594
833	43.50306039
834	43.50255101
835	43.47365521
836	43.45614567
837	43.42636659
838	43.4091752
839	43.39641022
840	43.37845509
841	43.34906051
842	43.32107881
843	43.28378061
844	43.26465619
845	43.24817491
846	43.22261953
847	43.21330752
848	43.18862988
849	43.16230784
850	43.1403821
851	43.11977308
852	43.09854105
853	43.08944663
854	43.07030855
855	43.03760338
856	43.03146319
857	43.02277838
858	43.00065631
859	42.98544723
860	42.97380264
861	42.93459342
862	42.91965583
863	42.90607782
864	42.89390041
865	42.86645394
866	42.83367892
867	42.82965562
868	42.8163733
869	42.80141804
870	42.78791015
871	42.77244504
872	42.73928964
873	42.72726637
874	42.7021567
875	42.6916231
876	42.67360036
877	42.65351035
878	42.62173495
879	42.59351611
880	42.57191094
881	42.57121538
882	42.56600804
883	42.55534289
884	42.55426107
885	42.53280676
886	42.52442194
887	42.5001077
888	42.4732879
889	42.4695753
890	42.45272763
891	42.43724917
892	42.41268908
893	42.3981733
894	42.38627589
895	42.37121286
896	42.33950716
897	42.29791702
898	42.27133358
899	42.24236508
900	42.19883931
901	42.18033365
902	42.16022842
903	42.15617397
904	42.12778322
905	42.10060492
906	42.07632552
907	42.0489457
908	42.02747108
909	41.99185132
910	41.97669221
911	41.96554953
912	41.9374541
913	41.91415251
914	41.89562013
915	41.8918766
916	41.89064712
917	41.87867815
918	41.85680047
919	41.84508554
920	41.81244194
921	41.77685005
922	41.7694152
923	41.7568614
924	41.73352048
925	41.71667613
926	41.70492179
927	41.67995384
928	41.65019245
929	41.6088054
930	41.57952932
931	41.54333861
932	41.52165838
933	41.51100716
934	41.50054633
935	41.46914729
936	41.45270429
937	41.43373158
938	41.39632669
939	41.39297058
940	41.36409621
941	41.35397533
942	41.32054203
943	41.3031166
944	41.29159349
945	41.2575623
946	41.24598981
947	41.22967534
948	41.2103942
949	41.19298155
950	41.16729554
951	41.16197855
952	41.13148609
953	41.12541809
954	41.09604138
955	41.07071188
956	41.05715683
957	41.05577049
958	41.03477101
959	41.01107063
960	40.97261971
961	40.96504426
962	40.95922184
963	40.93794369
964	40.92589875
965	40.90646923
966	40.88791519
967	40.87775049
968	40.85229605
969	40.83198305
970	40.79846195
971	40.78389137
972	40.7467522
973	40.73869029
974	40.6962369
975	40.68851055
976	40.67771203
977	40.6635615
978	40.65217907
979	40.63885857
980	40.62451483
981	40.61170394
982	40.58375153
983	40.56092481
984	40.55096521
985	40.53142846
986	40.51209106
987	40.48052908
988	40.46749032
989	40.42014097
990	40.39866996
991	40.37605344
992	40.35874068
993	40.33813258
994	40.32169991
995	40.30513988
996	40.26247902
997	40.22828878
998	40.19837792
999	40.18519433
